"$e_r []","TraceW [mm]","Freq [GHz]","dB(St(Trace_T1,Trace_T1)) []","dB(St(Trace_T2,Trace_T2)) []"
4.2,0.16,2.1475,-14.4829505429051,-14.3418695991503
4.2,0.16,2.15,-14.4716501321335,-14.3318230968818
4.2,0.16,2.1525,-14.4603877723737,-14.3217980074325
4.2,0.16,2.155,-14.4491634266067,-14.311794304288
4.2,0.16,2.1575,-14.4379770369036,-14.301811961664
4.2,0.16,2.16,-14.4268285260358,-14.2918509545134
4.2,0.16,2.1625,-14.4157177990069,-14.2819112585337
4.2,0.16,2.165,-14.4046447445089,-14.2719928501744
4.2,0.16,2.1675,-14.3936092363043,-14.2620957066449
4.2,0.16,2.17,-14.3826111345358,-14.2522198059217
4.2,0.16,2.1725,-14.3716502869661,-14.2423651267571
4.2,0.16,2.175,-14.3607265301495,-14.2325316486867
4.2,0.16,2.1775,-14.3498396905382,-14.2227193520378
4.2,0.16,2.18,-14.3389895855256,-14.2129282179381
4.2,0.16,2.1825,-14.3281760244288,-14.2031582283238
4.2,0.16,2.185,-14.3173988094121,-14.1934093659491
4.2,0.16,2.1875,-14.3066577363555,-14.1836816143943
4.2,0.16,2.19,-14.2959525956697,-14.1739749580757
4.2,0.16,2.1925,-14.2852831730588,-14.1642893822542
4.2,0.16,2.195,-14.2746492502364,-14.1546248730458
4.2,0.16,2.1975,-14.264050605593,-14.1449814174304
4.2,0.16,2.2,-14.2534870148209,-14.1353590032623
4.2,0.16,2.2025,-14.2429582514969,-14.1257576192803
4.2,0.16,2.205,-14.2324640876245,-14.116177255118
4.2,0.16,2.2075,-14.2220042941393,-14.1066179013143
4.2,0.16,2.21,-14.2115786413782,-14.0970795493248
4.2,0.16,2.2125,-14.2011868995155,-14.0875621915322
4.2,0.16,2.215,-14.1908288389661,-14.0780658212584
4.2,0.16,2.2175,-14.1805042307604,-14.0685904327754
4.2,0.16,2.22,-14.1702128468887,-14.0591360213178
4.2,0.16,2.2225,-14.1599544606214,-14.0497025830946
4.2,0.16,2.225,-14.149728846802,-14.0402901153021
4.2,0.16,2.2275,-14.1395357821182,-14.0308986161359
4.2,0.16,2.23,-14.1293750453501,-14.0215280848047
4.2,0.16,2.2325,-14.1192464175979,-14.0121785215435
4.2,0.16,2.235,-14.1091496824903,-14.0028499276268
4.2,0.16,2.2375,-14.0990846263749,-13.9935423053833
4.2,0.16,2.24,-14.0890510384915,-13.98425565821
4.2,0.16,2.2425,-14.0790487111295,-13.9749899905867
4.2,0.16,2.245,-14.0690774397711,-13.9657453080913
4.2,0.16,2.2475,-14.0591370232203,-13.9565216174155
4.2,0.16,2.25,-14.049227263719,-13.9473189263801
4.2,0.16,2.2525,-14.0393479670522,-13.9381372439518
4.2,0.16,2.255,-14.0294989426409,-13.9289765802594
4.2,0.16,2.2575,-14.0196800036258,-13.9198369466113
4.2,0.16,2.26,-14.0098909669414,-13.9107183555126
4.2,0.16,2.2625,-14.0001316533811,-13.9016208206837
4.2,0.16,2.265,-13.9904018876545,-13.8925443570781
4.2,0.16,2.2675,-13.9807014984373,-13.8834889809017
4.2,0.16,2.27,-13.9710303184147,-13.8744547096322
4.2,0.16,2.2725,-13.9613881843179,-13.8654415620391
4.2,0.16,2.275,-13.9517749369556,-13.856449558204
4.2,0.16,2.2775,-13.9421904212403,-13.847478719542
4.2,0.16,2.28,-13.9326344862094,-13.8385290688228
4.2,0.16,2.2825,-13.9231069850425,-13.8296006301936
4.2,0.16,2.285,-13.913607775075,-13.8206934292011
4.2,0.16,2.2875,-13.9041367178074,-13.8118074928159
4.2,0.16,2.29,-13.8946936789128,-13.8029428494556
4.2,0.16,2.2925,-13.8852785282408,-13.7940995290104
4.2,0.16,2.295,-13.8758911398191,-13.785277562868
4.2,0.16,2.2975,-13.8665313918533,-13.7764769839403
4.2,0.16,2.3,-13.8571991667247,-13.76769782669
4.2,0.16,2.3025,-13.8478943509866,-13.7589401271582
4.2,0.16,2.305,-13.8386168353597,-13.7502039229933
4.2,0.16,2.3075,-13.8293665147254,-13.7414892534803
4.2,0.16,2.31,-13.8201432881196,-13.7327961595704
4.2,0.16,2.3125,-13.8109470587253,-13.7241246839131
4.2,0.16,2.315,-13.8017777338643,-13.7154748708873
4.2,0.16,2.3175,-13.7926352249899,-13.7068467666346
4.2,0.16,2.32,-13.7835194476782,-13.6982404190935
4.2,0.16,2.3225,-13.7744303216208,-13.6896558780339
4.2,0.16,2.325,-13.7653677706167,-13.6810931950934
4.2,0.16,2.3275,-13.7563317225655,-13.6725524238146
4.2,0.16,2.33,-13.7473221094606,-13.6640336196828
4.2,0.16,2.3325,-13.7383388673836,-13.6555368401659
4.2,0.16,2.335,-13.7293819364991,-13.6470621447552
4.2,0.16,2.3375,-13.7204512610508,-13.6386095950067
4.2,0.16,2.34,-13.7115467893587,-13.6301792545852
4.2,0.16,2.3425,-13.7026684738171,-13.621771189308
4.2,0.16,2.345,-13.6938162708947,-13.6133854671917
4.2,0.16,2.3475,-13.6849901411351,-13.6050221584996
4.2,0.16,2.35,-13.6761900491601,-13.5966813357903
4.2,0.16,2.3525,-13.6674159636734,-13.5883630739688
4.2,0.16,2.355,-13.6586678574667,-13.5800674503387
4.2,0.16,2.3575,-13.6499457074277,-13.571794544656
4.2,0.16,2.36,-13.6412494945496,-13.5635444391851
4.2,0.16,2.3625,-13.6325792039431,-13.5553172187566
4.2,0.16,2.365,-13.6239348248501,-13.5471129708265
4.2,0.16,2.3675,-13.6153163506598,-13.538931785538
4.2,0.16,2.37,-13.6067237789273,-13.5307737557852
4.2,0.16,2.3725,-13.5981571113942,-13.5226389772789
4.2,0.16,2.375,-13.5896163540118,-13.5145275486147
4.2,0.16,2.3775,-13.5811015169672,-13.5064395713435
4.2,0.16,2.38,-13.5726126147119,-13.4983751500444
4.2,0.16,2.3825,-13.564149665993,-13.4903343924
4.2,0.16,2.385,-13.5557126938873,-13.4823174092749
4.2,0.16,2.3875,-13.5473017258391,-13.4743243147962
4.2,0.16,2.39,-13.5389167936998,-13.4663552264376
4.2,0.16,2.3925,-13.5305579337722,-13.4584102651058
4.2,0.16,2.395,-13.522225186857,-13.450489555231
4.2,0.16,2.3975,-13.513918598303,-13.4425932248595
4.2,0.16,2.4,-13.5056382180616,-13.4347214057507
4.2,0.16,2.4025,-13.4973841007439,-13.4268742334773
4.2,0.16,2.405,-13.4891563056825,-13.419051847529
4.2,0.16,2.4075,-13.4809548969968,-13.4112543914205
4.2,0.16,2.41,-13.4727799436626,-13.4034820128032
4.2,0.16,2.4125,-13.4646315195863,-13.3957348635816
4.2,0.16,2.415,-13.4565097036826,-13.3880131000336
4.2,0.16,2.4175,-13.4484145799581,-13.3803168829357
4.2,0.16,2.42,-13.4403462375987,-13.3726463776932
4.2,0.16,2.4225,-13.4323047710624,-13.3650017544753
4.2,0.16,2.425,-13.4242902801771,-13.3573831883554
4.2,0.16,2.4275,-13.4163028702442,-13.3497908594574
4.2,0.16,2.43,-13.4083426521471,-13.342224953107
4.2,0.16,2.4325,-13.4004097424662,-13.3346856599903
4.2,0.16,2.435,-13.3925042635996,-13.3271731763177
4.2,0.16,2.4375,-13.3846263438903,-13.319687703995
4.2,0.16,2.44,-13.3767761177599,-13.3122294508016
4.2,0.16,2.4425,-13.3689537258494,-13.3047986305758
4.2,0.16,2.445,-13.3611593151666,-13.2973954634079
4.2,0.16,2.4475,-13.3533930392419,-13.290020175842
4.2,0.16,2.45,-13.3456550582914,-13.2826730010852
4.2,0.16,2.4525,-13.3379455393881,-13.2753541792266
4.2,0.16,2.455,-13.3302646566419,-13.2680639574658
4.2,0.16,2.4575,-13.3226125913886,-13.2608025903508
4.2,0.16,2.46,-13.3149895323886,-13.2535703400266
4.2,0.16,2.4625,-13.3073956760343,-13.2463674764945
4.2,0.16,2.465,-13.2998312265695,-13.2391942778835
4.2,0.16,2.4675,-13.2922963963182,-13.2320510307331
4.2,0.16,2.47,-13.2847914059256,-13.2249380302898
4.2,0.16,2.4725,-13.2773164846108,-13.2178555808159
4.2,0.16,2.475,-13.2698718704317,-13.2108039959139
4.2,0.16,2.4775,-13.2624578105641,-13.2037835988647
4.2,0.16,2.48,-13.255074561593,-13.1967947229825
4.2,0.16,2.4825,-13.2477223898206,-13.1898377119857
4.2,0.16,2.485,-13.2404015715876,-13.1829129203861
4.2,0.16,2.4875,-13.2331123936121,-13.1760207138967
4.2,0.16,2.49,-13.2258551533451,-13.1691614698583
4.2,0.16,2.4925,-13.2186301593439,-13.1623355776887
4.2,0.16,2.495,-13.2114377316645,-13.1555434393521
4.2,0.16,2.4975,-13.2042782022746,-13.1487854698534
4.2,0.16,2.5,-13.1971519154866,-13.1420620977568
4.2,0.16,2.5025,-13.1900592284145,-13.13537376573
4.2,0.16,2.505,-13.1830005114533,-13.1287209311175
4.2,0.16,2.5075,-13.175976148784,-13.1221040665427
4.2,0.16,2.51,-13.1689865389049,-13.1155236605416
4.2,0.16,2.5125,-13.1620320951917,-13.1089802182298
4.2,0.16,2.515,-13.1551132464864,-13.1024742620051
4.2,0.16,2.5175,-13.1482304377183,-13.0960063322883
4.2,0.16,2.52,-13.1413841305593,-13.0895769883031
4.2,0.16,2.5225,-13.1345748041133,-13.0831868088998
4.2,0.16,2.525,-13.1278029556453,-13.0768363934242
4.2,0.16,2.5275,-13.1210691013492,-13.0705263626351
4.2,0.16,2.53,-13.1143737771596,-13.0642573596741
4.2,0.16,2.5325,-13.1077175396088,-13.0580300510903
4.2,0.16,2.535,-13.1011009667328,-13.0518451279244
4.2,0.16,2.5375,-13.0945246590286,-13.0457033068566
4.2,0.16,2.54,-13.0879892404676,-13.0396053314215
4.2,0.16,2.5425,-13.0814953595675,-13.0335519732966
4.2,0.16,2.545,-13.0750436905279,-13.0275440336675
4.2,0.16,2.5475,-13.0686349344329,-13.0215823446774
4.2,0.16,2.55,-13.0622698205265,-13.0156677709656
4.2,0.16,2.5525,-13.0559491075651,-13.009801211303
4.2,0.16,2.555,-13.0496735852527,-13.0039836003302
4.2,0.16,2.5575,-13.0434440757652,-12.9982159104074
4.2,0.16,2.56,-13.0372614353707,-12.9924991535841
4.2,0.16,2.5625,-13.031126556151,-12.9868343836985
4.2,0.16,2.565,-13.0250403678343,-12.9812226986153
4.2,0.16,2.5675,-13.0190038397464,-12.9756652426152
4.2,0.16,2.57,-13.0130179828883,-12.970163208947
4.2,0.16,2.5725,-13.007083852153,-12.9647178425548
4.2,0.16,2.575,-13.0012025486892,-12.9593304429977
4.2,0.16,2.5775,-12.9953752224257,-12.9540023675749
4.2,0.16,2.58,-12.9896030747684,-12.9487350346759
4.2,0.16,2.5825,-12.9838873614847,-12.9435299273744
4.2,0.16,2.585,-12.9782293957897,-12.9383885972875
4.2,0.16,2.5875,-12.9726305516527,-12.9333126687241
4.2,0.16,2.59,-12.96709226734,-12.9283038431468
4.2,0.16,2.5925,-12.9616160492177,-12.9233639039793
4.2,0.16,2.595,-12.9562034758336,-12.9184947217875
4.2,0.16,2.5975,-12.9508562023053,-12.9136982598723
4.2,0.16,2.6,-12.94557596504,-12.908976580312
4.2,0.16,2.6025,-12.9403645868172,-12.9043318504981
4.2,0.16,2.605,-12.9352239822666,-12.8997663502129
4.2,0.16,2.6075,-12.9301561637782,-12.895282479304
4.2,0.16,2.61,-12.9251632478849,-12.8908827660137
4.2,0.16,2.6125,-12.9202474621632,-12.8865698760339
4.2,0.16,2.615,-12.9154111527007,-12.8823466223597
4.2,0.16,2.6175,-12.9106567921878,-12.8782159760279
4.2,0.16,2.62,-12.9059869886935,-12.8741810778354
4.2,0.16,2.6225,-12.9014044951952,-12.8702452511452
4.2,0.16,2.625,-12.8969122199399,-12.8664120159014
4.2,0.16,2.6275,-12.892513237722,-12.86268510399
4.2,0.16,2.63,-12.8882108021742,-12.8590684761006
4.2,0.16,2.6325,-12.8840083591799,-12.8555663402653
4.2,0.16,2.635,-12.8799095615283,-12.8521831722758
4.2,0.16,2.6375,-12.8759182849482,-12.8489237382049
4.2,0.16,2.64,-12.8720386456755,-12.8457931192942
4.2,0.16,2.6425,-12.8682750197258,-12.842796739506
4.2,0.16,2.645,-12.8646320640699,-12.8399403960797
4.2,0.16,2.6475,-12.861114739933,-12.8372302934857
4.2,0.16,2.65,-12.8577283384693,-12.8346730812297
4.2,0.16,2.6525,-12.8544785090969,-12.8322758960281
4.2,0.16,2.655,-12.8513712908186,-12.8300464089598
4.2,0.16,2.6575,-12.8484131468965,-12.8279928782946
4.2,0.16,2.66,-12.8456110033037,-12.8261242088166
4.2,0.16,2.6625,-12.8429722914331,-12.8244500185914
4.2,0.16,2.665,-12.8405049956149,-12.822980714295
4.2,0.16,2.6675,-12.838217706074,-12.8217275764091
4.2,0.16,2.67,-12.8361196780499,-12.8207028558237
4.2,0.16,2.6725,-12.8342208979113,-12.8199198836628
4.2,0.16,2.675,-12.8325321572198,-12.8193931964856
4.2,0.16,2.6775,-12.8310651358408,-12.8191386794198
4.2,0.16,2.68,-12.8298324953666,-12.819173730276
4.2,0.16,2.6825,-12.8288479843057,-12.8195174482878
4.2,0.16,2.685,-12.8281265567111,-12.8201908518587
4.2,0.16,2.6875,-12.8276845061703,-12.8212171305869
4.2,0.16,2.69,-12.8275396173607,-12.8226219379513
4.2,0.16,2.6925,-12.8277113376898,-12.8244337324004
4.2,0.16,2.695,-12.8282209718852,-12.8266841762867
4.2,0.16,2.6975,-12.82909190277,-12.8294086041929
4.2,0.16,2.7,-12.8303498418385,-12.8326465748429
4.2,0.16,2.7025,-12.8320231136067,-12.8364425240961
4.2,0.16,2.705,-12.834142978004,-12.8408465407016
4.2,0.16,2.7075,-12.8367439952074,-12.8459152917583
4.2,0.16,2.71,-12.8398644371602,-12.8517131315148
4.2,0.16,2.7125,-12.8435467493237,-12.8583134356306
4.2,0.16,2.715,-12.8478380646079,-12.8658002138299
4.2,0.16,2.7175,-12.8527907682803,-12.8742700676254
4.2,0.16,2.72,-12.8584631069567,-12.8838345772594
4.2,0.16,2.7225,-12.8649198248664,-12.894623224097
4.2,0.16,2.725,-12.8722327937298,-12.90678698238
4.2,0.16,2.7275,-12.8804815743084,-12.920502748344
4.2,0.16,2.73,-12.8897538005198,-12.935978815465
4.2,0.16,2.7325,-12.9001451984805,-12.9534616506542
4.2,0.16,2.735,-12.9117589219399,-12.9732442723802
4.2,0.16,2.7375,-12.9247036665512,-12.9956765643764
4.2,0.16,2.74,-12.9390896571718,-13.0211778462259
4.2,0.16,2.7425,-12.9550209795886,-13.050251895372
4.2,0.16,2.745,-12.9725816689618,-13.083504225734
4.2,0.16,2.7475,-12.9918111588454,-13.1216604635298
4.2,0.16,2.75,-13.0126616049346,-13.1655824670359
4.2,0.16,2.7525,-13.0349243524828,-13.2162740543089
4.2,0.16,2.755,-13.0581040876518,-13.2748580379428
4.2,0.16,2.7575,-13.0812053662821,-13.3424851253309
4.2,0.16,2.76,-13.1023766283384,-13.4200925744234
4.2,0.16,2.7625,-13.1183372579273,-13.50784916183
4.2,0.16,2.765,-13.1235230418491,-13.6039868874248
4.2,0.16,2.7675,-13.1090208231979,-13.7025661289234
4.2,0.16,2.77,-13.0618566701559,-13.7898389444681
4.2,0.16,2.7725,-12.9663573722739,-13.8402544755458
4.2,0.16,2.775,-12.8106287349974,-13.8173713302152
4.2,0.16,2.7775,-12.5991951044193,-13.6894913443437
4.2,0.16,2.78,-12.3628198625885,-13.4592717769573
4.2,0.16,2.7825,-12.1486932085622,-13.1759912654305
4.2,0.16,2.785,-11.9931535071277,-12.9049892967483
4.2,0.16,2.7875,-11.9049565995967,-12.687943945558
4.2,0.16,2.79,-11.8719357491719,-12.5341269828969
4.2,0.16,2.7925,-11.875766096128,-12.4342231628823
4.2,0.16,2.795,-11.9009207287336,-12.3741140403089
4.2,0.16,2.7975,-11.9369066833009,-12.341394126483
4.2,0.16,2.8,-11.9774519050586,-12.326944667583
4.2,0.16,2.8025,-12.0191106621442,-12.3245701655833
4.2,0.16,2.805,-12.0601443839657,-12.3302161415397
4.2,0.16,2.8075,-12.099790189775,-12.3412806492261
4.2,0.16,2.81,-12.1378234442714,-12.3561175832642
4.2,0.16,2.8125,-12.1743077211158,-12.3737050028829
4.2,0.16,2.815,-12.2094558656405,-12.3934309695405
4.2,0.16,2.8175,-12.2435548038859,-12.4149573600555
4.2,0.16,2.82,-12.2769264366366,-12.4381340688164
4.2,0.16,2.8225,-12.3099089124992,-12.4629456466554
4.2,0.16,2.825,-12.3428495010861,-12.4894790718909
4.2,0.16,2.8275,-12.3761042314623,-12.5179056845008
4.2,0.16,2.83,-12.4100417058858,-12.5484731021487
4.2,0.16,2.8325,-12.4450497958866,-12.5815047586382
4.2,0.16,2.835,-12.4815447050387,-12.6174059590597
4.2,0.16,2.8375,-12.5199823834201,-12.6566763002641
4.2,0.16,2.84,-12.5608726419742,-12.6999291543434
4.2,0.16,2.8425,-12.6047966211811,-12.747919819778
4.2,0.16,2.845,-12.6524285604791,-12.8015850813091
4.2,0.16,2.8475,-12.7045631010931,-12.8620985077194
4.2,0.16,2.85,-12.7621495890252,-12.9309481879597
4.2,0.16,2.8525,-12.8263348625684,-13.0100472930763
4.2,0.16,2.855,-12.8985153648524,-13.1018937424871
4.2,0.16,2.8575,-12.9803969865806,-13.2098048520487
4.2,0.16,2.86,-13.07405398387,-13.3382686780081
4.2,0.16,2.8625,-13.1819594731655,-13.493479915056
4.2,0.16,2.865,-13.3069109813624,-13.6841702446105
4.2,0.16,2.8675,-13.4516470837177,-13.922903950714
4.2,0.16,2.87,-13.6176172420286,-14.2280643439795
4.2,0.16,2.8725,-13.8014927236418,-14.6266220778057
4.2,0.16,2.875,-13.985818966651,-15.1564676738828
4.2,0.16,2.8775,-14.1157756243378,-15.8596116624578
4.2,0.16,2.88,-14.0526879025598,-16.720556688512
4.2,0.16,2.8825,-13.5412865957774,-17.3811351613626
4.2,0.16,2.885,-12.392570264915,-16.732303630954
4.2,0.16,2.8875,-10.9323039121119,-14.5156422813394
4.2,0.16,2.89,-9.85340536579572,-12.3895820804601
4.2,0.16,2.8925,-9.41589851378515,-11.179901984404
4.2,0.16,2.895,-9.39879579592145,-10.6701469892128
4.2,0.16,2.8975,-9.55304740700221,-10.5136761757241
4.2,0.16,2.9,-9.75061539016729,-10.5088377033945
4.2,0.16,2.9025,-9.94261398927078,-10.5632957065832
4.2,0.16,2.905,-10.1142180628429,-10.6375936144366
4.2,0.16,2.9075,-10.2631861261375,-10.7152606934733
4.2,0.16,2.91,-10.3914069312968,-10.7896661514343
4.2,0.16,2.9125,-10.5017954357801,-10.8584241484147
4.2,0.16,2.915,-10.5972214691653,-10.9209842572075
4.2,0.16,2.9175,-10.6801905904808,-10.9775713676277
4.2,0.16,2.92,-10.7527947454765,-11.0287116891492
4.2,0.16,2.9225,-10.8167518500614,-11.0750205724359
4.2,0.16,2.925,-10.8734674399672,-11.1171101282867
4.2,0.16,2.9275,-10.9240949362415,-11.155552551737
4.2,0.16,2.93,-10.9695875485749,-11.1908695040763
4.2,0.16,2.9325,-11.0107409047929,-11.2235336302037
4.2,0.16,2.935,-11.0482275354916,-11.2539756918588
4.2,0.16,2.9375,-11.0826248619934,-11.2825944002908
4.2,0.16,2.94,-11.1144383260831,-11.3097678754707
4.2,0.16,2.9425,-11.1441211555625,-11.335866707917
4.2,0.16,2.945,-11.1720921380641,-11.361269349352
4.2,0.16,2.9475,-11.1987527437697,-11.3863813173939
4.2,0.16,2.95,-11.2245050302488,-11.4116607411097
4.2,0.16,2.9525,-11.2497719954705,-11.4376544627454
4.2,0.16,2.955,-11.2750223793579,-11.4650518631937
4.2,0.16,2.9575,-11.3008020861644,-11.4947689420482
4.2,0.16,2.96,-11.327773278798,-11.5280851157873
4.2,0.16,2.9625,-11.3567553517458,-11.5668734342702
4.2,0.16,2.965,-11.388731960453,-11.6139953920938
4.2,0.16,2.9675,-11.4246624794999,-11.6739594148047
4.2,0.16,2.97,-11.4643874044911,-11.7537848254232
4.2,0.16,2.9725,-11.5013492710718,-11.8621958728761
4.2,0.16,2.975,-11.4979233090872,-11.9906874691716
4.2,0.16,2.9775,-11.3041831851573,-11.9825513676838
4.2,0.16,2.98,-10.8377367687336,-11.4740541384442
4.2,0.16,2.9825,-10.6852919479394,-11.0633519052507
4.2,0.16,2.985,-10.785791592459,-11.0170958690572
4.2,0.16,2.9875,-10.8930025373091,-11.0628926678218
4.2,0.16,2.99,-10.971369862474,-11.1144119162329
4.2,0.16,2.9925,-11.0273640432866,-11.1577131999321
4.2,0.16,2.995,-11.0685238486238,-11.1925460769974
4.2,0.16,2.9975,-11.0998088369692,-11.2206369600339
4.2,0.16,3,-11.1243003923135,-11.2435965979143
4.2,0.17,2,-15.1065301760448,-14.953653238176
4.2,0.17,2.0025,-15.0978838069828,-14.9459986410854
4.2,0.17,2.005,-15.0892909770265,-14.9375124376451
4.2,0.17,2.0075,-15.0807516568489,-14.9278113268629
4.2,0.17,2.01,-15.0722655876944,-14.9163777627405
4.2,0.17,2.0125,-15.0638322398998,-14.9025498983127
4.2,0.17,2.015,-15.0554507662376,-14.8855595204877
4.2,0.17,2.0175,-15.0471199497793,-14.8646717124515
4.2,0.17,2.02,-15.0388381460592,-14.8394830338916
4.2,0.17,2.0225,-15.0306032194526,-14.8103641431617
4.2,0.17,2.025,-15.0224124738619,-14.7788415241769
4.2,0.17,2.0275,-15.014262578056,-14.7475196789742
4.2,0.17,2.03,-15.0061494863301,-14.7193039493353
4.2,0.17,2.0325,-14.9980683555735,-14.6963023880647
4.2,0.17,2.035,-14.9900134603445,-14.6791851386851
4.2,0.17,2.0375,-14.9819781081793,-14.6673499882687
4.2,0.17,2.04,-14.9739545580927,-14.6595447857536
4.2,0.17,2.0425,-14.965933946063,-14.6544403488198
4.2,0.17,2.045,-14.957906222203,-14.6509360796745
4.2,0.17,2.0475,-14.9498601052737,-14.6482391600968
4.2,0.17,2.05,-14.9417830611144,-14.6458288827085
4.2,0.17,2.0525,-14.9336613123753,-14.643387229905
4.2,0.17,2.055,-14.9254798875074,-14.6407336993136
4.2,0.17,2.0575,-14.917222717147,-14.6377757358251
4.2,0.17,2.06,-14.9088727856672,-14.6344746230477
4.2,0.17,2.0625,-14.9004123445615,-14.6308232963325
4.2,0.17,2.065,-14.8918231923341,-14.6268324137203
4.2,0.17,2.0675,-14.8830870225626,-14.6225218347009
4.2,0.17,2.07,-14.8741858377581,-14.6179155273843
4.2,0.17,2.0725,-14.8651024216551,-14.6130386051706
4.2,0.17,2.075,-14.8558208568866,-14.6079156666661
4.2,0.17,2.0775,-14.8463270690667,-14.6025699226391
4.2,0.17,2.08,-14.8366093727213,-14.5970227910836
4.2,0.17,2.0825,-14.8266589900055,-14.5912937648918
4.2,0.17,2.085,-14.8164705104954,-14.5854004331529
4.2,0.17,2.0875,-14.8060422602149,-14.5793585842743
4.2,0.17,2.09,-14.7953765509286,-14.5731823481142
4.2,0.17,2.0925,-14.7844797866842,-14.5668843520673
4.2,0.17,2.095,-14.7733624133294,-14.5604758768791
4.2,0.17,2.0975,-14.7620387074629,-14.5539670045197
4.2,0.17,2.1,-14.7505264129108,-14.5473667543834
4.2,0.17,2.1025,-14.738846244014,-14.5406832063939
4.2,0.17,2.105,-14.7270212844704,-14.5339236109218
4.2,0.17,2.1075,-14.7150763171364,-14.5270944861398
4.2,0.17,2.11,-14.7030371233884,-14.5202017038013
4.2,0.17,2.1125,-14.6909297902289,-14.5132505645697
4.2,0.17,2.115,-14.678780059619,-14.5062458640422
4.2,0.17,2.1175,-14.6666127482663,-14.4991919505634
4.2,0.17,2.12,-14.6544512582482,-14.4920927758382
4.2,0.17,2.1225,-14.6423171904375,-14.484951939255
4.2,0.17,2.125,-14.6302300646311,-14.4777727267278
4.2,0.17,2.1275,-14.6182071432887,-14.4705581447703
4.2,0.17,2.13,-14.6062633502977,-14.4633109504237
4.2,0.17,2.1325,-14.5944112723951,-14.4560336775797
4.2,0.17,2.135,-14.5826612287361,-14.4487286601684
4.2,0.17,2.1375,-14.5710213934167,-14.4413980526163
4.2,0.17,2.14,-14.5594979562243,-14.4340438479274
4.2,0.17,2.1425,-14.5480953081866,-14.42666789369
4.2,0.17,2.145,-14.5368162402924,-14.4192719062711
4.2,0.17,2.1475,-14.5256621458055,-14.411857483427
4.2,0.17,2.15,-14.5146332186609,-14.4044261155247
4.2,0.17,2.1525,-14.5037286423846,-14.3969791955464
4.2,0.17,2.155,-14.4929467657071,-14.3895180280222
4.2,0.17,2.1575,-14.4822852625052,-14.3820438370209
4.2,0.17,2.16,-14.4717412748929,-14.3745577733107
4.2,0.17,2.1625,-14.4613115392011,-14.3670609207846
4.2,0.17,2.165,-14.4509924952634,-14.3595543022379
4.2,0.17,2.1675,-14.4407803799013,-14.3520388845694
4.2,0.17,2.17,-14.4306713058007,-14.3445155834732
4.2,0.17,2.1725,-14.4206613271466,-14.3369852676756
4.2,0.17,2.175,-14.4107464934484,-14.3294487627687
4.2,0.17,2.1775,-14.4009228929839,-14.321906854683
4.2,0.17,2.18,-14.3911866872316,-14.3143602928389
4.2,0.17,2.1825,-14.3815341375707,-14.3068097930098
4.2,0.17,2.185,-14.3719616254204,-14.2992560399277
4.2,0.17,2.1875,-14.3624656668668,-14.2916996896575
4.2,0.17,2.19,-14.3530429227092,-14.2841413717631
4.2,0.17,2.1925,-14.3436902047393,-14.2765816912875
4.2,0.17,2.195,-14.3344044789579,-14.2690212305636
