"$e_r []","TraceW [mm]","Freq [GHz]","re(Zin) []","im(Zin) []"
4.5,0.16,2.4325,34.3721790728251,-10.6862737298877
4.5,0.16,2.435,34.3548240934245,-10.6769157339733
4.5,0.16,2.4375,34.3375074833314,-10.6675246421678
4.5,0.16,2.44,34.3202297407312,-10.658099847196
4.5,0.16,2.4425,34.3029914067769,-10.6486407357433
4.5,0.16,2.445,34.2857930662463,-10.6391466889675
4.5,0.16,2.4475,34.2686353482331,-10.6296170829766
4.5,0.16,2.45,34.2515189268774,-10.6200512892763
4.5,0.16,2.4525,34.2344445221387,-10.6104486751837
4.5,0.16,2.455,34.2174129006182,-10.6008086042094
4.5,0.16,2.4575,34.200424876433,-10.5911304364086
4.5,0.16,2.46,34.1834813121503,-10.5814135286997
4.5,0.16,2.4625,34.1665831197841,-10.5716572351532
4.5,0.16,2.465,34.1497312618625,-10.5618609072491
4.5,0.16,2.4675,34.1329267525697,-10.552023894105
4.5,0.16,2.47,34.1161706589701,-10.5421455426743
4.5,0.16,2.4725,34.0994641023194,-10.532225197916
4.5,0.16,2.475,34.0828082594719,-10.5222622029355
4.5,0.16,2.4775,34.0662043643886,-10.5122558990979
4.5,0.16,2.48,34.0496537097554,-10.502205626115
4.5,0.16,2.4825,34.0331576487191,-10.4921107221045
4.5,0.16,2.485,34.016717596749,-10.4819705236243
4.5,0.16,2.4875,34.0003350336341,-10.471784365682
4.5,0.16,2.49,33.9840115056258,-10.4615515817192
4.5,0.16,2.4925,33.9677486277353,-10.4512715035731
4.5,0.16,2.495,33.9515480861982,-10.4409434614148
4.5,0.16,2.4975,33.9354116411177,-10.4305667836656
4.5,0.16,2.5,33.9193411292991,-10.4201407968926
4.5,0.16,2.5025,33.9033384672909,-10.4096648256838
4.5,0.16,2.505,33.8874056546451,-10.3991381925037
4.5,0.16,2.5075,33.8715447774159,-10.388560217531
4.5,0.16,2.51,33.8557580119121,-10.3779302184788
4.5,0.16,2.5125,33.8400476287242,-10.367247510399
4.5,0.16,2.515,33.8244159970455,-10.3565114054712
4.5,0.16,2.5175,33.8088655893111,-10.3457212127794
4.5,0.16,2.52,33.793398986179,-10.3348762380752
4.5,0.16,2.5225,33.7780188818804,-10.323975783532
4.5,0.16,2.525,33.7627280899686,-10.3130191474901
4.5,0.16,2.5275,33.7475295494994,-10.302005624196
4.5,0.16,2.53,33.732426331677,-10.2909345035368
4.5,0.16,2.5325,33.7174216470063,-10.2798050707748
4.5,0.16,2.535,33.702518852992,-10.2686166062826
4.5,0.16,2.5375,33.6877214624336,-10.2573683852839
4.5,0.16,2.54,33.6730331523658,-10.2460596776042
4.5,0.16,2.5425,33.6584577737032,-10.2346897474345
4.5,0.16,2.545,33.643999361651,-10.2232578531149
4.5,0.16,2.5475,33.6296621469519,-10.2117632469433
4.5,0.16,2.55,33.615450568046,-10.2002051750169
4.5,0.16,2.5525,33.6013692842292,-10.1885828771145
4.5,0.16,2.555,33.587423189905,-10.1768955866292
4.5,0.16,2.5575,33.5736174300353,-10.1651425305628
4.5,0.16,2.56,33.5599574169075,-10.1533229295954
4.5,0.16,2.5625,33.5464488483498,-10.1414359982451
4.5,0.16,2.565,33.5330977275395,-10.1294809451354
4.5,0.16,2.5675,33.5199103845702,-10.1174569733922
4.5,0.16,2.57,33.50689349996,-10.1053632811949
4.5,0.16,2.5725,33.4940541303083,-10.0931990625093
4.5,0.16,2.575,33.4813997363312,-10.0809635080386
4.5,0.16,2.5775,33.4689382135397,-10.0686558064308
4.5,0.16,2.58,33.4566779258525,-10.056275145791
4.5,0.16,2.5825,33.4446277424795,-10.0438207155544
4.5,0.16,2.585,33.4327970784525,-10.031291708787
4.5,0.16,2.5875,33.4211959392329,-10.0186873249921
4.5,0.16,2.59,33.4098349698845,-10.0060067735171
4.5,0.16,2.5925,33.3987255093669,-9.99324927767284
4.5,0.16,2.595,33.3878796505876,-9.9804140796976
4.5,0.16,2.5975,33.3773103069382,-9.9675004467272
4.5,0.16,2.6,33.3670312861527,-9.95450767796146
4.5,0.16,2.6025,33.3570573724484,-9.94143511325791
4.5,0.16,2.605,33.3474044180575,-9.92828214343007
4.5,0.16,2.6075,33.338089445434,-9.91504822258516
4.5,0.16,2.61,33.3291307616192,-9.90173288290777
4.5,0.16,2.6125,33.3205480864974,-9.88833575238218
4.5,0.16,2.615,33.312362696952,-9.87485657605474
4.5,0.16,2.6175,33.3045975892809,-9.86129524157056
4.5,0.16,2.62,33.2972776626295,-9.84765180988578
4.5,0.16,2.6225,33.2904299266902,-9.83392655226348
4.5,0.16,2.625,33.284083737501,-9.82011999492264
4.5,0.16,2.6275,33.2782710658781,-9.80623297303683
4.5,0.16,2.63,33.2730268038742,-9.79226669619494
4.5,0.16,2.6325,33.2683891156834,-9.77822282796292
4.5,0.16,2.635,33.2643998406809,-9.76410358285895
4.5,0.16,2.6375,33.2611049578257,-9.74991184491898
4.5,0.16,2.64,33.258555122555,-9.73565131314263
4.5,0.16,2.6425,33.2568062896374,-9.72132668055621
4.5,0.16,2.645,33.2559204383568,-9.70694385551432
4.5,0.16,2.6475,33.2559664200069,-9.69251023633574
4.5,0.16,2.65,33.257020952194,-9.67803505363783
4.5,0.16,2.6525,33.2591697901128,-9.66352979907736
4.5,0.16,2.655,33.262509112113,-9.64900876502264
4.5,0.16,2.6575,33.2671471659378,-9.63448972752466
4.5,0.16,2.66,33.2732062335503,-9.61999481561649
4.5,0.16,2.6625,33.2808249872083,-9.60555162457544
4.5,0.16,2.665,33.2901613283741,-9.59119465096868
4.5,0.16,2.6675,33.3013958254182,-9.5769671554512
4.5,0.16,2.67,33.3147358975623,-9.56292359891436
4.5,0.16,2.6725,33.3304209332459,-9.54913285393767
4.5,0.16,2.675,33.3487285838347,-9.53568247449116
4.5,0.16,2.6775,33.3699825416688,-9.52268442454659
4.5,0.16,2.68,33.3945621987984,-9.51028283935318
4.5,0.16,2.6825,33.4229146933432,-9.49866465082674
4.5,0.16,2.685,33.4555699869555,-9.48807429711854
4.5,0.16,2.6875,33.4931597774607,-9.47883433037466
4.5,0.16,2.69,33.5364412210733,-9.47137465705307
4.5,0.16,2.6925,33.5863265742765,-9.46627459133416
4.5,0.16,2.695,33.6439198524623,-9.4643242059804
4.5,0.16,2.6975,33.7105611683628,-9.46661518263045
4.5,0.16,2.7,33.7878779271359,-9.47467742783782
4.5,0.16,2.7025,33.8778380715117,-9.49068767909264
4.5,0.16,2.705,33.9827907829335,-9.5177926469002
4.5,0.16,2.7075,34.1054568640645,-9.56061548189678
4.5,0.16,2.71,34.2487770160478,-9.62605411962345
4.5,0.16,2.7125,34.4154017024622,-9.72453054117484
4.5,0.16,2.715,34.6063245286039,-9.8718751290984
4.5,0.16,2.7175,34.8175547632886,-10.0918640680415
4.5,0.16,2.72,35.032596242908,-10.4184711112657
4.5,0.16,2.7225,35.2073143846007,-10.893409023963
4.5,0.16,2.725,35.2470513380209,-11.5455123702681
4.5,0.16,2.7275,34.9996512241805,-12.3292020724311
4.5,0.16,2.73,34.3395291153852,-13.0409204194491
4.5,0.16,2.7325,33.3607965537265,-13.3777699747016
4.5,0.16,2.735,32.3941191535667,-13.223044292986
4.5,0.16,2.7375,31.7023115471233,-12.752816516936
4.5,0.16,2.74,31.3158365602928,-12.2031708770147
4.5,0.16,2.7425,31.1460587662581,-11.7047346136785
4.5,0.16,2.745,31.1021106196269,-11.2949019451468
4.5,0.16,2.7475,31.1238760558112,-10.9695269096018
4.5,0.16,2.75,31.1773061836454,-10.7130523289563
4.5,0.16,2.7525,31.2443580975264,-10.5098779825042
4.5,0.16,2.755,31.315818369332,-10.3473609037574
4.5,0.16,2.7575,31.3871571777108,-10.2159679589246
4.5,0.16,2.76,31.456292948639,-10.108696247108
4.5,0.16,2.7625,31.5224117634849,-10.0204404953992
4.5,0.16,2.765,31.5853448561534,-9.94747972107551
4.5,0.16,2.7675,31.6452385620887,-9.88709772877021
4.5,0.16,2.77,31.7023779596544,-9.83731225875825
4.5,0.16,2.7725,31.7570917416403,-9.79668394985219
4.5,0.16,2.775,31.8097000952126,-9.76418168645392
4.5,0.16,2.7775,31.8604851280472,-9.73908714680442
4.5,0.16,2.78,31.9096726936586,-9.72092639322164
4.5,0.16,2.7825,31.9574194283461,-9.7094199428729
4.5,0.16,2.785,32.0038015055736,-9.70444519420826
4.5,0.16,2.7875,32.0488031273981,-9.70600666987299
4.5,0.16,2.79,32.092303688517,-9.71421052397508
4.5,0.16,2.7925,32.1340631939066,-9.72924033831152
4.5,0.16,2.795,32.1737060845139,-9.75133154329334
4.5,0.16,2.7975,32.2107042587322,-9.78074197110772
4.5,0.16,2.8,32.2443608604358,-9.8177162129841
4.5,0.16,2.8025,32.2737973858338,-9.86244176712945
4.5,0.16,2.805,32.2979478276653,-9.91499562474978
4.5,0.16,2.8075,32.3155648102567,-9.97528117606603
4.5,0.16,2.81,32.3252437020594,-10.0429573454783
4.5,0.16,2.8125,32.3254710551318,-10.1173648036671
4.5,0.16,2.815,32.3147027557092,-10.1974578196299
4.5,0.16,2.8175,32.2914742520489,-10.2817542288714
4.5,0.16,2.82,32.2545396615906,-10.3683189407899
4.5,0.16,2.8225,32.203028653705,-10.4547967031093
4.5,0.16,2.825,32.1366011429451,-10.5385057292826
4.5,0.16,2.8275,32.0555727348929,-10.6165943463751
4.5,0.16,2.83,31.9609820226346,-10.6862489942197
4.5,0.16,2.8325,31.8545770083341,-10.7449271130777
4.5,0.16,2.835,31.7387123439163,-10.7905778728327
4.5,0.16,2.8375,31.616168357882,-10.8218121452469
4.5,0.16,2.84,31.4899207711351,-10.8379924511604
4.5,0.16,2.8425,31.3629002953677,-10.8392312641237
4.5,0.16,2.845,31.2377806178262,-10.8263059886629
4.5,0.16,2.8475,31.1168227655182,-10.8005145546275
4.5,0.16,2.85,31.0017882028925,-10.763502734055
4.5,0.16,2.8525,30.8939178675817,-10.7170926568784
4.5,0.16,2.855,30.7939637416215,-10.663134288733
4.5,0.16,2.8575,30.702254886631,-10.6033916752439
4.5,0.16,2.86,30.6187802806317,-10.5394667525873
4.5,0.16,2.8625,30.5432743153,-10.4727571976788
4.5,0.16,2.865,30.4752954567272,-10.4044414565902
4.5,0.16,2.8675,30.4142929310924,-10.3354831824779
4.5,0.16,2.87,30.3596596624924,-10.2666479598921
4.5,0.16,2.8725,30.3107719034246,-10.1985265856594
4.5,0.16,2.875,30.2670172115717,-10.1315607449056
4.5,0.16,2.8775,30.2278129097599,-10.0660683371436
4.5,0.16,2.88,30.1926171876174,-10.0022668335463
4.5,0.16,2.8825,30.1609347764872,-9.94029386228386
4.5,0.16,2.885,30.1323187996541,-9.88022476342185
4.5,0.16,2.8875,30.1063700563279,-9.82208718858534
4.5,0.16,2.89,30.0827346863215,-9.76587300331872
4.5,0.16,2.8925,30.0611009019631,-9.71154783201273
4.5,0.16,2.895,30.0411952676722,-9.6590586044555
4.5,0.16,2.8975,30.022778850993,-9.60833944630748
4.5,0.16,2.9,30.0056434537026,-9.55931622089711
4.5,0.16,2.9025,29.9896080493367,-9.51190998783491
4.5,0.16,2.905,29.9745154963241,-9.466039601593
4.5,0.16,2.9075,29.9602295573662,-9.42162363389291
4.5,0.16,2.91,29.9466322305837,-9.37858176909075
4.5,0.16,2.9125,29.9336213823233,-9.33683579220094
4.5,0.16,2.915,29.9211086624407,-9.29631026459931
4.5,0.16,2.9175,29.9090176782194,-9.25693296231348
4.5,0.16,2.92,29.897282401324,-9.21863513554322
4.5,0.16,2.9225,29.8858457822676,-9.18135163504765
4.5,0.16,2.925,29.8746585480508,-9.14502094071717
4.5,0.16,2.9275,29.8636781604232,-9.10958511951105
4.5,0.16,2.93,29.8528679142939,-9.07498973356478
4.5,0.16,2.9325,29.8421961579695,-9.04118371428926
4.5,0.16,2.935,29.8316356189981,-9.0081192144153
4.5,0.16,2.9375,29.8211628213729,-8.97575144693686
4.5,0.16,2.94,29.8107575816531,-8.94403851759368
4.5,0.16,2.9425,29.8004025731942,-8.91294125575516
4.5,0.16,2.945,29.7900829491209,-8.88242304720609
4.5,0.16,2.9475,29.7797860159538,-8.85244967129623
4.5,0.16,2.95,29.7695009509127,-8.82298914412939
4.5,0.16,2.9525,29.7592185568883,-8.79401156887528
4.5,0.16,2.955,29.7489310499125,-8.76548899384382
4.5,0.16,2.9575,29.7386318746792,-8.73739527863398
4.5,0.16,2.96,29.7283155442941,-8.70970596843024
4.5,0.16,2.9625,29.7179775009629,-8.68239817634674
4.5,0.16,2.965,29.7076139947924,-8.65545047359959
4.5,0.16,2.9675,29.6972219782684,-8.62884278720507
4.5,0.16,2.97,29.6867990143177,-8.60255630484956
4.5,0.16,2.9725,29.6763431961485,-8.57657338654625
4.5,0.16,2.975,29.6658530773126,-8.55087748267874
4.5,0.16,2.9775,29.6553276106488,-8.52545305802918
4.5,0.16,2.98,29.6447660949478,-8.50028552139471
4.5,0.16,2.9825,29.6341681283363,-8.47536116040605
4.5,0.16,2.985,29.6235335675154,-8.45066708117972
4.5,0.16,2.9875,29.6128624921016,-8.42619115245139
4.5,0.16,2.99,29.602155173421,-8.40192195385888
4.5,0.16,2.9925,29.5914120471931,-8.3778487280627
4.5,0.16,2.995,29.5806336896132,-8.35396133641256
4.5,0.16,2.9975,29.5698207964087,-8.33025021788811
4.5,0.16,3,29.5589741644989,-8.30670635106176
4.5,0.17,2,36.717214383929,-10.4003291905046
4.5,0.17,2.0025,36.6947138554465,-10.4004063168888
4.5,0.17,2.005,36.6726175143934,-10.4004229746956
4.5,0.17,2.0075,36.6509028878773,-10.4003504765969
4.5,0.17,2.01,36.6295463356785,-10.4001646711103
4.5,0.17,2.0125,36.6085237169285,-10.3998456428097
4.5,0.17,2.015,36.5878109357057,-10.3993773541231
4.5,0.17,2.0175,36.5673843731547,-10.3987472559455
4.5,0.17,2.02,36.5472212172376,-10.3979458886363
4.5,0.17,2.0225,36.5272997030473,-10.3969664896674
4.5,0.17,2.025,36.5075992771408,-10.3958046195128
4.5,0.17,2.0275,36.4881006989854,-10.394457813452
4.5,0.17,2.03,36.4687860916498,-10.3929252637936
4.5,0.17,2.0325,36.4496389525865,-10.3912075345917
4.5,0.17,2.035,36.4306441339134,-10.3893063091164
4.5,0.17,2.0375,36.4117878001587,-10.3872241690656
4.5,0.17,2.04,36.3930573700577,-10.3849644036582
4.5,0.17,2.0425,36.3744414477404,-10.3825308462397
4.5,0.17,2.045,36.3559297475532,-10.3799277357732
4.5,0.17,2.0475,36.3375130158103,-10.3771596005115
4.5,0.17,2.05,36.3191829519814,-10.3742311612025
4.5,0.17,2.0525,36.3009321311708,-10.3711472513138
4.5,0.17,2.055,36.2827539292146,-10.36791275195
4.5,0.17,2.0575,36.2646424513027,-10.3645325393518
4.5,0.17,2.06,36.2465924647042,-10.361011443086
4.5,0.17,2.0625,36.2285993359225,-10.3573542132572
4.5,0.17,2.065,36.2106589724125,-10.3535654952815
4.5,0.17,2.0675,36.1927677688546,-10.3496498109553
4.5,0.17,2.07,36.1749225578771,-10.3456115447305
4.5,0.17,2.0725,36.1571205650479,-10.3414549342648
4.5,0.17,2.075,36.1393593679124,-10.3371840644565
4.5,0.17,2.0775,36.1216368588249,-10.3328028642952
4.5,0.17,2.08,36.1039512113083,-10.3283151059658
4.5,0.17,2.0825,36.0863008496724,-10.3237244057383
4.5,0.17,2.085,36.0686844216275,-10.3190342262484
4.5,0.17,2.0875,36.0511007736344,-10.314247879849
4.5,0.17,2.09,36.0335489287494,-10.3093685327621
4.5,0.17,2.0925,36.0160280667326,-10.3043992098134
4.5,0.17,2.095,35.9985375062079,-10.2993427995719
4.5,0.17,2.0975,35.9810766886758,-10.2942020597477
4.5,0.17,2.1,35.9636451641958,-10.2889796227337
4.5,0.17,2.1025,35.9462425785756,-10.2836780011974
4.5,0.17,2.105,35.9288686619119,-10.27829959365
4.5,0.17,2.1075,35.9115232183469,-10.2728466899356
4.5,0.17,2.11,35.894206116917,-10.2673214765969
4.5,0.17,2.1125,35.8769172833783,-10.2617260420846
4.5,0.17,2.115,35.8596566929111,-10.2560623817871
4.5,0.17,2.1175,35.8424243636096,-10.2503324028627
4.5,0.17,2.12,35.825220350676,-10.2445379288652
4.5,0.17,2.1225,35.8080447412459,-10.2386807041549
4.5,0.17,2.125,35.790897649778,-10.2327623980946
4.5,0.17,2.1275,35.7737792139505,-10.2267846090293
4.5,0.17,2.13,35.7566895910108,-10.2207488680545
4.5,0.17,2.1325,35.7396289545304,-10.2146566425755
4.5,0.17,2.135,35.7225974915247,-10.2085093396655
4.5,0.17,2.1375,35.7055953998982,-10.2023083092288
4.5,0.17,2.14,35.6886228861823,-10.1960548469763
4.5,0.17,2.1425,35.6716801635353,-10.1897501972219
4.5,0.17,2.145,35.6547674499778,-10.1833955555079
4.5,0.17,2.1475,35.6378849668384,-10.1769920710683
4.5,0.17,2.15,35.6210329373905,-10.1705408491371
4.5,0.17,2.1525,35.6042115856575,-10.1640429531116
4.5,0.17,2.155,35.5874211353729,-10.1574994065779
4.5,0.17,2.1575,35.5706618090767,-10.1509111952066
4.5,0.17,2.16,35.5539338273361,-10.1442792685267
4.5,0.17,2.1625,35.5372374080784,-10.1376045415848
4.5,0.17,2.165,35.5205727660225,-10.1308878964969
4.5,0.17,2.1675,35.5039401122028,-10.1241301838995
4.5,0.17,2.17,35.4873396535734,-10.1173322243062
4.5,0.17,2.1725,35.4707715926861,-10.1104948093772
4.5,0.17,2.175,35.454236127435,-10.1036187031048
4.5,0.17,2.1775,35.4377334508606,-10.0967046429238
4.5,0.17,2.18,35.4212637510083,-10.0897533407494
4.5,0.17,2.1825,35.4048272108355,-10.0827654839489
4.5,0.17,2.185,35.3884240081627,-10.0757417362506
4.5,0.17,2.1875,35.3720543156647,-10.0686827385962
4.5,0.17,2.19,35.3557183008978,-10.0615891099386
4.5,0.17,2.1925,35.339416126359,-10.05446144799
4.5,0.17,2.195,35.3231479495754,-10.0473003299245
4.5,0.17,2.1975,35.3069139232195,-10.0401063130367
4.5,0.17,2.2,35.2907141952484,-10.0328799353619
4.5,0.17,2.2025,35.2745489090652,-10.0256217162584
4.5,0.17,2.205,35.2584182036993,-10.0183321569563
4.5,0.17,2.2075,35.2423222140045,-10.0110117410749
4.5,0.17,2.21,35.2262610708726,-10.0036609351106
4.5,0.17,2.2125,35.210234901462,-9.99628018889818
4.5,0.17,2.215,35.1942438294378,-9.98886993604728
4.5,0.17,2.2175,35.1782879752243,-9.9814305943558
4.5,0.17,2.22,35.1623674562672,-9.97396256620218
4.5,0.17,2.2225,35.1464823873054,-9.96646623891836
4.5,0.17,2.225,35.1306328806499,-9.95894198514446
4.5,0.17,2.2275,35.1148190464711,-9.95139016316713
4.5,0.17,2.23,35.0990409930914,-9.94381111724252
4.5,0.17,2.2325,35.0832988272843,-9.93620517790517
4.5,0.17,2.235,35.0675926545773,-9.92857266226388
4.5,0.17,2.2375,35.0519225795604,-9.92091387428568
4.5,0.17,2.24,35.0362887061971,-9.91322910506869
4.5,0.17,2.2425,35.0206911381395,-9.90551863310477
4.5,0.17,2.245,35.0051299790456,-9.89778272453269
4.5,0.17,2.2475,34.9896053328992,-9.89002163338274
4.5,0.17,2.25,34.9741173043318,-9.88223560181294
4.5,0.17,2.2525,34.9586659989461,-9.87442486033805
4.5,0.17,2.255,34.943251523641,-9.86658962805129
4.5,0.17,2.2575,34.9278739869378,-9.85873011283965
4.5,0.17,2.26,34.9125334993073,-9.85084651159311
4.5,0.17,2.2625,34.8972301734977,-9.84293901040797
4.5,0.17,2.265,34.8819641248637,-9.83500778478483
4.5,0.17,2.2675,34.8667354716951,-9.82705299982147
4.5,0.17,2.27,34.8515443355476,-9.8190748104006
4.5,0.17,2.2725,34.8363908415726,-9.81107336137331
4.5,0.17,2.275,34.8212751188487,-9.80304878773761
4.5,0.17,2.2775,34.8061973007129,-9.79500121481284
4.5,0.17,2.28,34.7911575250934,-9.78693075840992
4.5,0.17,2.2825,34.7761559348425,-9.77883752499719
4.5,0.17,2.285,34.7611926780703,-9.77072161186256
4.5,0.17,2.2875,34.7462679084804,-9.76258310727135
4.5,0.17,2.29,34.7313817857055,-9.7544220906204
4.5,0.17,2.2925,34.7165344756459,-9.74623863258811
4.5,0.17,2.295,34.7017261508082,-9.73803279528056
4.5,0.17,2.2975,34.6869569906472,-9.72980463237373
4.5,0.17,2.3,34.6722271819096,-9.72155418925173
4.5,0.17,2.3025,34.65753691898,-9.71328150314093
4.5,0.17,2.305,34.6428864042302,-9.70498660324008
4.5,0.17,2.3075,34.6282758483719,-9.69666951084634
4.5,0.17,2.31,34.6137054708126,-9.68833023947692
4.5,0.17,2.3125,34.5991755000163,-9.6799687949867
4.5,0.17,2.315,34.5846861738685,-9.67158517568125
4.5,0.17,2.3175,34.5702377400464,-9.66317937242542
4.5,0.17,2.32,34.5558304563944,-9.65475136874742
4.5,0.17,2.3225,34.5414645913067,-9.64630114093813
4.5,0.17,2.325,34.527140424116,-9.63782865814571
4.5,0.17,2.3275,34.5128582454894,-9.62933388246508
4.5,0.17,2.33,34.4986183578337,-9.62081676902268
4.5,0.17,2.3325,34.4844210757079,-9.61227726605566
4.5,0.17,2.335,34.4702667262461,-9.60371531498608
4.5,0.17,2.3375,34.4561556495911,-9.59513085048949
4.5,0.17,2.34,34.4420881993382,-9.58652380055794
4.5,0.17,2.3425,34.4280647429915,-9.57789408655732
4.5,0.17,2.345,34.4140856624332,-9.56924162327864
4.5,0.17,2.3475,34.4001513544064,-9.56056631898348
4.5,0.17,2.35,34.3862622310133,-9.55186807544313
4.5,0.17,2.3525,34.3724187202283,-9.5431467879713
4.5,0.17,2.355,34.3586212664294,-9.53440234545039
4.5,0.17,2.3575,34.344870330947,-9.52563463035105
4.5,0.17,2.36,34.3311663926317,-9.51684351874483
4.5,0.17,2.3625,34.3175099484442,-9.50802888030971
4.5,0.17,2.365,34.3039015140654,-9.49919057832853
4.5,0.17,2.3675,34.2903416245319,-9.49032846967982
4.5,0.17,2.37,34.276830834895,-9.48144240482117
4.5,0.17,2.3725,34.2633697209069,-9.47253222776448
4.5,0.17,2.375,34.2499588797355,-9.46359777604347
4.5,0.17,2.3775,34.2365989307086,-9.45463888067265
4.5,0.17,2.38,34.2232905160907,-9.44565536609801
4.5,0.17,2.3825,34.2100343018931,-9.43664705013876
4.5,0.17,2.385,34.1968309787209,-9.4276137439202
4.5,0.17,2.3875,34.1836812626573,-9.41855525179736
4.5,0.17,2.39,34.1705858961894,-9.40947137126909
4.5,0.17,2.3925,34.1575456491768,-9.40036189288232
4.5,0.17,2.395,34.1445613198661,-9.3912266001264
4.5,0.17,2.3975,34.1316337359539,-9.38206526931688
4.5,0.17,2.4,34.1187637557021,-9.37287766946874
4.5,0.17,2.4025,34.1059522691068,-9.3636635621585
4.5,0.17,2.405,34.0932001991273,-9.35442270137511
4.5,0.17,2.4075,34.0805085029755,-9.34515483335892
4.5,0.17,2.41,34.0678781734713,-9.33585969642872
4.5,0.17,2.4125,34.0553102404691,-9.32653702079623
4.5,0.17,2.415,34.0428057723569,-9.3171865283677
4.5,0.17,2.4175,34.0303658776356,-9.30780793253216
4.5,0.17,2.42,34.0179917065817,-9.29840093793589
4.5,0.17,2.4225,34.0056844529999,-9.28896524024268
4.5,0.17,2.425,33.9934453560704,-9.27950052587933
4.5,0.17,2.4275,33.9812757022978,-9.27000647176588
4.5,0.17,2.43,33.9691768275674,-9.26048274503003
4.5,0.17,2.4325,33.9571501193175,-9.25092900270534
4.5,0.17,2.435,33.9451970188328,-9.24134489141221
4.5,0.17,2.4375,33.9333190236704,-9.23173004702179
4.5,0.17,2.44,33.9215176902232,-9.22208409430117
4.5,0.17,2.4425,33.9097946364343,-9.21240664654018
4.5,0.17,2.445,33.8981515446691,-9.2026973051585
4.5,0.17,2.4475,33.8865901647582,-9.19295565929256
4.5,0.17,2.45,33.875112317222,-9.18318128536152
4.5,0.17,2.4525,33.86371989669,-9.17337374661163
4.5,0.17,2.455,33.8524148755283,-9.16353259263805
4.5,0.17,2.4575,33.8411993076907,-9.15365735888343
4.5,0.17,2.46,33.8300753328094,-9.14374756611265
4.5,0.17,2.4625,33.8190451805415,-9.13380271986233
4.5,0.17,2.465,33.8081111751925,-9.12382230986508
4.5,0.17,2.4675,33.7972757406353,-9.11380580944683
4.5,0.17,2.47,33.7865414055475,-9.10375267489728
4.5,0.17,2.4725,33.7759108089914,-9.09366234481184
4.5,0.17,2.475,33.7653867063631,-9.08353423940491
4.5,0.17,2.4775,33.7549719757381,-9.07336775979333
4.5,0.17,2.48,33.7446696246466,-9.06316228724963
4.5,0.17,2.4825,33.7344827973097,-9.05291718242414
4.5,0.17,2.485,33.7244147823761,-9.04263178453565
4.5,0.17,2.4875,33.714469021198,-9.03230541053015
4.5,0.17,2.49,33.7046491166912,-9.02193735420712
4.5,0.17,2.4925,33.6949588428274,-9.01152688531367
4.5,0.17,2.495,33.6854021548116,-9.00107324860627
4.5,0.17,2.4975,33.6759832000035,-8.99057566288076
4.5,0.17,2.5,33.6667063296458,-8.98003331997094
4.5,0.17,2.5025,33.6575761114696,-8.96944538371732
4.5,0.17,2.505,33.6485973432546,-8.95881098890723
4.5,0.17,2.5075,33.6397750674289,-8.94812924018878
4.5,0.17,2.51,33.6311145868017,-8.93739921096115
4.5,0.17,2.5125,33.6226214815329,-8.92661994224542
4.5,0.17,2.515,33.6143016274535,-8.91579044154
4.5,0.17,2.5175,33.6061612158648,-8.90490968166741
4.5,0.17,2.52,33.5982067749539,-8.89397659961879
4.5,0.17,2.5225,33.5904451929848,-8.88299009540594
4.5,0.17,2.525,33.5828837434354,-8.87194903093165
4.5,0.17,2.5275,33.5755301122746,-8.86085222889176
4.5,0.17,2.53,33.568392427593,-8.84969847172558
4.5,0.17,2.5325,33.5614792918274,-8.83848650063435
4.5,0.17,2.535,33.5547998168473,-8.82721501469173
4.5,0.17,2.5375,33.5483636622008,-8.81588267007543
4.5,0.17,2.54,33.5421810768583,-8.80448807945434
4.5,0.17,2.5425,33.5362629448301,-8.79302981157352
4.5,0.17,2.545,33.5306208350808,-8.78150639108672
4.5,0.17,2.5475,33.5252670562203,-8.76991629869715
4.5,0.17,2.55,33.5202147165094,-8.75825797167863
4.5,0.17,2.5525,33.5154777897901,-8.74652980486422
4.5,0.17,2.555,33.51107118803,-8.73473015220634
4.5,0.17,2.5575,33.5070108412665,-8.72285732903427
4.5,0.17,2.56,33.5033137858391,-8.71090961515949
4.5,0.17,2.5625,33.4999982619267,-8.69888525901038
4.5,0.17,2.565,33.4970838215477,-8.68678248301498
4.5,0.17,2.5675,33.4945914483483,-8.67459949049588
4.5,0.17,2.57,33.4925436906994,-8.66233447439545
4.5,0.17,2.5725,33.4909648098484,-8.6499856282177
4.5,0.17,2.575,33.4898809451368,-8.63755115965388
4.5,0.17,2.5775,33.489320298608,-8.62502930746009
4.5,0.17,2.58,33.4893133416909,-8.61241836227794
4.5,0.17,2.5825,33.4898930470811,-8.59971669224145
4.5,0.17,2.585,33.4910951494478,-8.58692277440146
4.5,0.17,2.5875,33.4929584391999,-8.57403523323104
4.5,0.17,2.59,33.4955250942652,-8.56105288776645
4.5,0.17,2.5925,33.4988410556942,-8.54797480929871
4.5,0.17,2.595,33.5029564539262,-8.53480039198491
4.5,0.17,2.5975,33.507926093792,-8.52152943931892
4.5,0.17,2.6,33.5138100078108,-8.50816227012023
4.5,0.17,2.6025,33.5206740891415,-8.49469984861426
4.5,0.17,2.605,33.5285908177257,-8.48114394433925
4.5,0.17,2.6075,33.5376400958228,-8.4674973291038
4.5,0.17,2.61,33.5479102123832,-8.45376402013278
4.5,0.17,2.6125,33.5594989596971,-8.43994958101116
4.5,0.17,2.615,33.5725149306717,-8.42606149524883
